gameid,patch,teamname,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs
LOLTMNT01_232663,15.08,DN Freecs,Xin Zhao,Taliyah,Ambessa,Kai'Sa,Neeko,2403,1,17,18,34,17,18,0,0,0,0,0,0.4245,0.8739,0,1,4,0,4,0,0,0,0,0,0
LOLTMNT01_233535,15.08,DN Freecs,Naafiri,Miss Fortune,Orianna,Gragas,Rakan,1807,0,5,15,9,5,15,0,0,0,0,1,0.166,0.6641,0,0,4,0,4,0,0,0,0,0,0
LOLTMNT01_239535,15.08,DRX,Naafiri,Gwen,Aurora,Nautilus,Jhin,2141,1,26,22,71,26,22,4,0,0,0,0,0.7286,1.3452,0,2,3,2,3,2,0,0,0,0,0
LOLTMNT02_258642,15.09,OKSavingsBank BRION,Vi,Viktor,Sion,Miss Fortune,Nautilus,1769,1,14,11,36,14,11,3,1,0,0,0,0.4748,0.8479,0,1,3,1,3,0,0,0,0,1,0
LOLTMNT02_262780,15.09,Gen.G,Pantheon,Ahri,Jayce,Xayah,Rakan,2140,1,15,10,40,15,10,0,0,0,0,1,0.4206,0.7009,1,3,2,3,2,2,0,1,0,0,0
LOLTMNT02_265989,15.09,Nongshim RedForce,Yone,Sejuani,Elise,Miss Fortune,Aatrox,1633,1,17,10,30,17,10,2,1,0,0,0,0.6246,0.992,1,4,0,4,0,0,1,0,2,1,0
LOLTMNT02_268539,15.09,Dplus KIA,Naafiri,Ahri,Ambessa,Lucian,Braum,1946,1,24,7,54,24,7,5,1,1,1,0,0.74,0.9558,0,2,3,2,3,0,0,0,0,0,2
LOLTMNT03_241674,15.1,T1,Viktor,Kalista,Renata Glasc,Yorick,Nocturne,1697,1,21,11,31,21,11,3,0,0,0,0,0.7425,1.1314,0,3,1,3,1,2,0,1,0,0,0
LOLTMNT03_244951,15.1,KT Rolster,Ryze,Trundle,Jax,Ashe,Poppy,2149,1,21,18,62,21,18,3,1,0,0,1,0.5863,1.0889,1,3,3,3,3,0,2,1,0,0,0
LOLTMNT03_248153,15.1,DN Freecs,Vi,Orianna,Jax,Ashe,Renata Glasc,1719,1,20,7,54,20,7,3,1,1,0,0,0.6981,0.9424,1,3,1,3,1,0,1,0,0,0,2
LOLTMNT03_253707,15.1,Hanwha Life Esports,Azir,Sion,Trundle,Lucian,Braum,1619,1,19,13,50,19,13,3,0,0,0,0,0.7041,1.1859,0,2,2,2,2,0,0,1,0,0,1
LOLTMNT01_266226,15.14,DN Freecs,Gwen,Nocturne,Orianna,Zeri,Lulu,1798,0,7,11,21,7,11,0,0,0,0,1,0.2336,0.6007,0,0,4,0,4,0,0,0,0,0,0
LOLTMNT01_266234,15.14,DN Freecs,Trundle,Aatrox,Aurora,Jinx,Nautilus,1720,0,13,16,32,13,16,1,0,0,0,0,0.4535,1.0116,1,3,0,3,0,0,1,0,1,0,1
LOLTMNT01_268648,15.14,Dplus KIA,Trundle,Senna,Alistar,Twisted Fate,Jayce,1966,1,19,9,62,19,9,2,0,0,0,0,0.5799,0.8545,0,2,2,2,2,0,0,0,0,0,2
LOLTMNT01_272463,15.14,OKSavingsBank BRION,Xin Zhao,Akali,Poppy,Corki,Ornn,1830,0,16,27,39,16,27,2,0,0,0,0,0.5246,1.4098,1,2,3,2,3,0,1,0,0,1,0
LOLTMNT01_273365,15.14,DRX,Xin Zhao,Viktor,Renekton,Senna,Nautilus,2097,1,28,21,80,28,21,4,1,0,0,1,0.8011,1.402,0,3,2,3,2,0,2,0,0,1,0
LOLTMNT02_295398,15.15,OKSavingsBank BRION,Azir,Ornn,Trundle,Lucian,Braum,1917,0,8,15,22,8,15,1,1,1,0,1,0.2504,0.7199,1,2,3,2,3,0,0,0,1,0,1
LOLTMNT02_294485,15.15,OKSavingsBank BRION,Varus,Maokai,Yone,Jax,Neeko,2433,0,15,21,39,15,21,2,0,0,0,0,0.3699,0.8878,1,4,2,4,2,0,3,1,0,0,0
LOLTMNT02_296421,15.15,Dplus KIA,Yunara,Ryze,Ambessa,Neeko,Lee Sin,1950,0,8,16,18,8,16,0,0,0,0,1,0.2462,0.7385,0,1,3,1,3,0,0,0,0,0,1
LOLTMNT02_301669,15.15,DN Freecs,Pantheon,Rumble,Aurora,Sivir,Rell,1702,1,24,8,67,24,8,3,1,0,0,1,0.8461,1.1281,1,4,0,4,0,2,0,0,1,1,0
LOLTMNT02_303157,15.15,DRX,Wukong,Annie,Aurora,Xayah,Rakan,1861,1,23,10,62,23,10,3,0,0,0,0,0.7415,1.0639,0,2,2,2,2,0,2,0,0,0,0
LOLTMNT02_302398,15.15,DRX,Sivir,Ambessa,Ryze,Sejuani,Bard,1800,1,22,3,57,22,3,4,1,0,0,1,0.7333,0.8333,0,2,2,2,2,2,0,0,0,0,0
LOLTMNT03_284666,15.16,OKSavingsBank BRION,Wukong,Gwen,Ahri,Sivir,Rell,1761,0,9,23,23,9,23,1,0,0,0,0,0.3066,1.0903,0,0,4,0,4,0,0,0,0,0,0
LOLTMNT03_284695,15.16,OKSavingsBank BRION,Sion,Orianna,Trundle,Corki,Neeko,1807,1,22,12,46,22,12,2,0,0,0,0,0.7305,1.1289,1,2,2,2,2,0,1,0,1,0,0
LOLTMNT03_291596,15.16,DN Freecs,Wukong,Neeko,Aurora,Corki,Ambessa,2033,0,11,21,27,11,21,1,0,0,0,1,0.3246,0.9444,1,1,3,1,3,0,0,0,1,0,0
LOLTMNT03_291623,15.16,DN Freecs,Orianna,Nocturne,K'Sante,Zeri,Alistar,1821,0,19,25,47,19,25,1,0,0,0,1,0.626,1.4498,0,1,3,1,3,0,0,0,0,0,1
LOLTMNT03_294392,15.16,DRX,Azir,Alistar,Jhin,Lee Sin,K'Sante,1919,0,15,24,40,15,24,1,0,0,0,0,0.469,1.2194,0,1,4,1,4,1,0,0,0,0,0
LOLTMNT01_281588,15.17,Dplus KIA,Azir,Trundle,Aurora,Corki,Nautilus,1827,1,22,12,43,22,12,5,1,0,0,1,0.7225,1.1166,1,4,0,4,0,0,1,0,0,1,2
LOLTMNT01_281603,15.17,Dplus KIA,Vi,Ahri,K'Sante,Kalista,Renata Glasc,1643,0,3,29,8,3,29,0,0,0,0,0,0.1096,1.1686,0,0,3,0,3,0,0,0,0,0,0
LOLTMNT01_280961,15.17,Dplus KIA,Yunara,Rell,Gwen,Sejuani,Viego,2281,1,18,13,29,18,13,2,0,0,0,1,0.4735,0.8154,1,4,2,4,2,1,1,2,0,0,0
LOLTMNT01_281893,15.17,Nongshim RedForce,Yunara,Orianna,Nocturne,Galio,Alistar,1732,0,10,23,14,10,23,1,0,0,0,1,0.3464,1.1432,1,2,1,2,1,1,1,0,0,0,0
LOLTMNT01_281906,15.17,Nongshim RedForce,Ryze,Sivir,Jarvan IV,Yorick,Bard,1710,0,5,15,6,5,15,0,0,0,0,0,0.1754,0.7018,0,1,3,1,3,0,0,0,0,1,0
LOLTMNT01_282298,15.17,Nongshim RedForce,Neeko,Vi,Ahri,Kai'Sa,Gnar,1993,1,23,22,46,23,22,5,3,0,0,0,0.6924,1.3547,0,1,3,1,3,0,0,0,0,1,0
